user_name,score,content
30. Rizal Maulana Airlangga,3,"kasih fitur skip animasi lah, buang buang waktu animasinya"
Raisa Fakhira16,4,karena bisa tahu kosakata bahasa
Nisa Azzahro,2,kasih bahasa rusia
Alifa h Rafania,5,aku suka belajar sambil bermain bersama duolingo
Syakira,4,memuaskan hasil
Muhammad Argasaputra,5,"Saya sangat suka, tapi ada kekurangan yaitu daya nya gampang habis sedangkan saya hidup sederhana jadi hanya bisa menunggu ke isi lagi agar bisa belajar lagi"
Susanti Nunuk,5,sangat bermanfaat
Gracia Siagian,5,baguss bgt
Fariz Hermawan,5,bagusssss
zahwa.p.p chaneel,5,aku jadi bisa bahasa inggris
Barley Srt,5,𝚐𝚊𝚖𝚎 𝚒𝚗𝚒 𝚖𝚎𝚖𝚋𝚞𝚊𝚝 𝚜𝚊𝚢𝚊 𝚝𝚒𝚍𝚊𝚔 𝚍𝚒𝚛𝚎𝚖𝚎𝚑𝚔𝚊𝚗 𝚕𝚊𝚐𝚒 𝚍𝚒 𝚜𝚎𝚔𝚘𝚕𝚊𝚑𝚔𝚞 😀😃😄😁
Dimasgz Saputragz,5,bagus sekali
Arsyi Aszahra,5,aku dapat belajar dan mendapatkan ilmu berkat Duolingo
nur Hidayanti,4,"kayakk game,aku suka banget setiap jam 9 aku belajar and aku gasuka english but...papa ku maksa dan setelah itu aku liat duolingo seru banget,btw kamu siapa nya toko pedia??"
Wili Matu,5,ini paling gampang dunia inilah bagus namanya duolingo
Sasa Fasya,5,"baguss dan gampangg, akuu sukaaaaa"
Govinda Jagadhita,5,bagus aku rangking 1 karna ini
Zezein,4,tolong logo aplikasi nya pas ga dipake jangan serem🥺
Acang Bucuk,5,bagus untuk belajar hehe
Gede Suardana,5,very nice.........
Nur apifah,5,gooddd
Akhmad Ridwan Al-Ghozali,5,"Bagus untuk belajar bahasa asing dan pembelajarannya pun sangat menarik dan bikin ketagihan saya juga sekarang hapal beberapa kosakata asing, bagus dan good deh buat duolonggo semoga suksess selalu"
della 0917,5,"bagus banget, naikin tingkat bahasa ku"
Naila Khalisa az zahra,5,sangat cocok bagi yang belum pernah belajar bahasa apa saja
Ghina,4,baikkk
Jihan Ayu Safira,5,"ini sangat cocok untuk pelajar seperti saya dan ini sangat membantu saya dalam hal apapun bahasa inggris,musik, matematika,dan catur😊☺️👏🏻👏🏻"
Ananda Cahaya,3,"aplikasi ini sangat membantu saya dalam melatih kemampuan berbicara bahasa asing, namun saya tidak menyangka jika karakter di dalam duolingo itu LGBT dan itu membuat saya sangat kecewa tentang hal ini."
NASRUL ADHI,5,membantu saya berbahasa Inggris dengan cepat dan dengan percaya diri.terimakasih banyak ya untuk Duolingo.👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
Dini Anggraeni,5,mantap 100 persen
Alisya Rahman,5,"sangat seru aku sangat suka , dan aku banyak tau"
Nurfadila Kurnia,5,seru lah bisa belajar
Keaith Wila,5,bagus belajar di duolingo
Enisa A50,3,bagus sih tpi aku gk suka pas di MTK nya tuh ada berlian berlian nya yg nganggu
عمرالله ال جفنا,5,"Dulu udah pernah main waktu masih SMP, udah ratusan hari streak nya. sekarang udh SMA rindu pengen main ini lagi. btw lebih tepat main duolingo atau belajar di duolingo?"
Fransiska Celi,5,"sangat bagus untuk pembelajaran bahasa dan bisa untuk anak"""
Janardo Elroy katimin,5,easy
Gustina Pebrianti,5,Gustina Pebrianti Y gratis dan bagus
Sultan Azmi,5,sangat bagus💓
Fathiyya Ufaira,5,belajarnyaa seruuu bangett aplikasi nyaa yaa baguss lah yaa menurut akuu
Kang SURYA,5,"bagus banget, anak-anak bisa belajar bahasa inggris,dan jadi lancar bahasa inggris"
Sila,5,aku suka ini guru bahasa Inggris aku jadi senang gara gara aku bisa bahasa Inggris dari aplikasi Duolingo i love you Duolingo
Yayasan Cimd,5,karena sangat membantu
Yemima Feodora,5,aplikasi nya bagus banget🤩 sekarang aku jadi lebih pandai bahasa inggris👍
Ij Al,5,very good
Nur Rifka A,5,bagus sekali
Melani Rahayu,5,bagus bgt! tapi kalo telat belajar suka nyepamm😓
Nabila Hazna06,5,sangat bagus aku suka belajar dengan Duolingo
Fransiska Noverma,5,menambah bahasa inggris saya!!!
Fahri Alhasyimi,4,karena bayar aja coba gratis keren kaliiiiiiiiii🤩🤩🤩🤩🤩🤩
Wayan,5,sangt bagus untuk belajar semua bahasa
Mama Mora,5,aku bisa jago b inggris karena aplikasi ini mantap banget duolingo
Dian Di'CREATIVE,5,wauwww aku jadi bisa belajarrr bahasa dan lainnya yang jujur aja aku suka bangettttttt 💗💗💗
neisa kanaya,5,bagus
sulthan mudo,5,bagus banget ini 😄🥰😍
Ine Christine,5,seru tapi susah😫😫
Wulan Ramadhani,5,karna ini aku agak bisa bahasa inggris tapi hatinya kalau udah satu terus pas jawab salah harus latian atau beli permata dulu baru bisa lagi
Aquinas Sulistia Asdian,1,"aplikasi yang sangat buruk untuk anak anak karena mengandung unsur LGBT tidak pantas untuk anak anak yang ingin belajar b inggris, apk ini sangat tidak disarankan untuk anak anak yng ingin belajar b inggris walaupun apk ini membantu tapi karna ada unsur LGBT apk ini sangat tidak disarankan"
Sobari Sobri,5,ini sangat senang sekali bisa untuk belajar di rumah untuk sehari hari nya
Rahmat Budi Santoso,5,u are best
Tokai Arasty,5,bagus membantu
Nisa,5,sangat bagus untuk belajar
Alex Ferdinan,4,ok
Hajihj satuhari Satuhari,5,bagus banget aku udah lancar bahasa inggris karna ini
Chielo Bima,4,sangat bagus dan lebih unik
Tulus Samudra rilsy kehidupan,5,enak ramah untuk pemula
Harlina HA,5,bagus anak saya dapet juara satu bhs inggris terima kasihh duolingo
K4SEP 888,5,mantap
Akhmat fauzan Fauzan,5,ramah pemula
Mohd Adam reymiel Rizal,2,kacau jawaban saya sudah benar tapi sistem bilang salah padahal cuma 2-6 salah satu saja
Kemal Musyaffa,5,ini sangat seru sekalllii kalian harus cobaaa
yopi rusli,5,bagus bgt
Elriyana Kasih,4,"sangat bagus!, aku banyak belajar bahasa!, tapi aku ingin belajar setiap hari, bebas berapa kali!"
Raditya Surya,5,"bagus buat pelajar, apalagi kayak aku yang ingin belajar bahasa bahasa asing, mantap deh pokoknya aplikasi ini sangat membantu"
Ahmad Sobri,5,sangat membantu untuk belajar 🤍🤍
Azalea Zalfa,5,"Duolingo adalah salah satu aplikasi belajar bahasa yang sangat efektif dan menyenangkan. Dengan tampilan yang sederhana namun menarik, pengguna bisa belajar berbagai bahasa melalui metode interaktif seperti kuis, latihan mendengar, dan permainan kecil yang membuat proses belajar terasa ringan. Sistem level dan poin juga memberikan motivasi tambahan untuk terus konsisten belajar setiap hari. Selain itu, materi yang disajikan bertahap, sehingga cocok untuk pemula maupun yang ingin meningkatkan kem"
Rafamuqida,1,gw dapetin bug yg lumayan bikin reseh bug pas mau mulai tombol nya lemot g muncul mulaii pas udah selesai lesson suka rada stuck gtu gtau tpi lmnyan lama
Zaida Taqiyya,4,"aplikasi ini sangat bagus dan cocok untuk dimainkan seluruh usia tapi saya izin bertanya kenapa duolingo saya tidak bisa di update lagi ya barangkali ada yang sama soalnya saya sudah melihat punya teman dan orang lain sudah di update tapi punya saya tidak bisa hanya ada tulisan ""buka dan uninstall"" apakah ada yang sama seperti yang dialami saya"
M Chaesar Al Malik,5,bisa belajar bahasanya banyak
Aditya Kurniawan,5,"COCOKK, SAYA SUKAA SEKALII, bintang lima buat iniii streak saya bentar lagi 67 pokoknya the best banget buat duolingoo, saya belajar bahasa Inggris lebih giat dan dapat beberapa permata, kadang ngelag tapi baguss aplikasi ini biasanya ada ekspresi nya di gambar apk SIAPA PUN YANG NYIPTAIN INI BERIBU RIBU RIBU RIBU TERIMA KASIH BUAT PENYIPTA, ada widget nya lagii, lancarrr semuaa permata aku banyakk bangett makasih yaaaaaaaaaaaa SEMOGA DAPET BINTANG LIMAA YANG BANYAK YAAA GUYS semangatttttttttttt"
Rasya Altolika,4,bagus seru
tanti intan,5,seru bagus lagi bisa buat belajar beebagai bahasa dan juga ada main catur dan matematika nya seru deh inti nya
Zhafran Qoiry Fahmi,5,mengajarkan ku tentang b.ing
Yakuza Rutal,5,karena bisa belajar
Dora emon,5,aku suka
Angga JLH,4,"i like it but alamak ada iklan judol jirr, dah gitu kepencet ke situsnya pula, please iklan nya diperketat apalagi mengenai judi online 😭"
Vino Elek,5,bagus baget
sania ayifa,5,saya suka metode pembelajaran nya
tieby sekarini,5,menyenangkan dan seruuu... cocok untuk pemula yang mau belajar
Muhammad Luthfifi,5,sangat memuaskan
Naya,4,bagus
dimas prawira5,4,bagus buat pemula
Nurul Firdaus,5,aku jadi bisa bahasa inggris gara duolinggo makaaih sualinggu aku jadi gak usah baca buju otodidak🥰🥰
Arfa Zidan,5,good best
Zhafira Kirana,5,bagus untuk belajar bahasaaaa
jemmy lie wibowo,3,di bagian audio budek/tuli bgt ajg sama baterai nya boros
Bimo Sembiring,5,ini seru sekali
abdul kadir,5,aplikasi ini sangat bagus . . .
Alliyah Fatin,4,maunya Duolingo ada belajar bahasa isyarat kan enak klo ada
sami mantul dua,5,i like
Lailli Hanna,1,"apknya bagus, cuman tadi kok nemu pelajaran yang ga banget yang find my girlfriend gila di karakternya cewe suaranya juga cewe tapi kok find my girlfriend terus pas di kasih ciri ciri kok janggal kan jadi agak ilfeel. STOP PENYIMPANGAN"
DE KOMMER HAELP US,5,ini bagus sekali tapi gua nulis kaya npc aja
Kevin Tampi,1,padahal jawabannya sudah betul tapi salah memang apk tolol
Annisa fs,5,"lucu banget, ada animasi dan orang nya,ini mah bisa belajar dan bersenang senang!"
SMPN 2 SILO,5,membentu belajar bahasa Inggris
Suhar Suhar,5,bagus banget
Rizky Putra nugraha,5,hebat
Warida Wawang,4,suka banget
Leony Indah,5,cocok bgt buat yang mau belajar bahasa inggris
Irfan Pp,5,bagus aku di sini belajar bahasa jepang 5 hari langsung bisa
Ahmad Rayhan,5,"bagus apps nya gua bisa bhs Inggris, france, Jepang dari sini"
Indah Mustika,5,seruu kitaa bisaa belajar dann bermainn
Deden Rifki,5,best
Yolla Yolandapapa,4,"Lumayan membantu, nanti kalau aku udah jago bhs jepang🇯🇵 bakal aku tambahin 1 bintangnya lagi deh🤍✨🥰"
Inge Cahya 12,5,"bagus banget soalnya bisa belajar dan bermain terus bisa menambah ilmu pengetahuan bahasa lain seperti inggris, jepang, china dll"
Primawati Laia,5,"Menurut saya sejauh ini aplikasi duolingo sangat menyenangkan, tetapi mungkin ada sedikit yang menyebalkan yakni iklan yang begitu banyak, mungkin karena belum premium tapi sejauh ini sangat menyenangkan dan disarankan bagi orang yang ingin belajar bahasa asing."
herman mansyur,5,good
Kanaya Ajiba,5,"bagus, aku bisa hafal bahasa Korea karena aplikasi ini, cepat donwload kalau mau belajar bahasa lain sekarang juga, jangan ragu ragu. 😊😘❤"
HARIANI SOMBO,5,keren dan metode pelajaran nya seru banget
Selpiana 01,4,seruu
wiliam struick,5,bagusss buat yang mau belajar bahasa inggris untuk pemula
Karin Asu,5,"saya sangat menyukai aplikasi ini, aplikasi ini menolong saya cepat bljr 💜"
nur anisa fitri fitri,5,aku lebih suka belajar bahasa inggris di duolingo karna benar benar di jelasin
Arsyila Romeesa farzana,5,bagus bangetttt wajib coba💗👌🏻 ini beneran ya bukan fake
Azura Anastasha,5,bagus sekali
akun 1,4,sangat bagus
Jamali diana,5,keren
Vrela Ale,5,seru banget
Aqila Auri,5,bagus banget dulu nilai b. Inggris ku 80 skrng jadi 100 bagus banget
Muhamad Kaif gubali,3,"aku udah tau sedikit demi sedikit,dan duolingo menyenangkan"
Yusuf YB,5,"keren, aplikasi ini dapat membantu meningkatkan bahasa Inggris saya 👍"
Bebi Rizka,5,sangat membantu saya
Nowela,5,aku sangat suka dan senang😃
ayub tamago,5,mohon bantuannya untuk belanja bahasa jepang...terimakasih
Mah fud,5,bagus bagett
lkp alazka,5,bagus bisa memudahkan belajar dan app nya pengertian😋😋
Gina Mawar,5,seruuuuuu bgt sumpil belajar sama duolingo
Desna Uli,5,Karena sangat seru
Rafa Putra Alfiansyah,5,very good apk
musliani Cahya,5,bagus banetttttt
Rayyan,5,good
Khalisa Rizky,2,"yg bkin mls itu kita udh ngerjain kemarin, Tiba-tiba apinya beku? padahal jelas jelas kemarin aku udh ngerjain tolong lah jgn ngbug"
Gavriel Helmut,5,bagus bangut mudah untuk dipahami
Dea Imut,5,bagus
Susan Susanah,5,"ini membantu banget,cara belajar catur, bahasa,dan matematika."
Alfi Patma,5,membantu banget buat belajar bahasa Inggris
Chairunnisa adhaira Nurma,5,bagus buat belajar
Akhtar Julian Alfarizqi,4,suaranya masih jelek sih .
Khaira fazila putri,5,seru banget deh jdi ga bosen klo belajarnya kyk gini
Wanda Wanda,5,jujyur suka banget sama apk nya karna bisa belajar bahasa apapun yang saya mau
Feri Anto,5,aku akan menggunakan ini dengan baik
Akhid Deza,5,Good
Arzachel Radinka,5,sangat seru aku jadi bisa bahasa inggris
Levana Azura,4,"mau ganti foto profil nggak bisa sumpah muak banget sama hal itu:( bilangnya terjadi kesalahan, coba lagi nanti, udah aku coba berkali kali nggak bisa:((((((("
Deki Prananda,4,yes l like
4n1n._.Kl4usL0p3,4,lumayan bisa bahwa rusia ty yh
Intan Mutiar,4,seru bangettt
AL GAM,5,"bagus banget, bisa belajar bahasa inggris"
Zafirah Aida Akamala,5,KARNA LEBIH MUDAH UNTUK BELAJAR BAHASA ASING
Supinah,5,best
Abdullah Riziq Syahab,4,sayang sekali harus pake energy energyan kurang puas jadinya
Rere Aiysah,5,"bagus banget aplikasinya,dia ngajarin kita basic Inggris yang pendek² dan bikin kita ingat😁"
Valen Valen,5,"Bagus, Kita dpt banyak pengetahuan tpi jika tdk login beberapa hari mungkin api kita akn hilang"
Krensensia Filde Donda,5,"menurut saya duolingo sangat bagus karena membantu saya belajar bahasa asing,dan mengingatkan saya agar tidak lupa untuk belajar"
Adi Saputra,5,mantap gw suka aplikasi ini 👍
Rizqiee Loss,5,sangat membantu dalam belajar bahasa asing.
liawati murdiono,5,"suka sama duolingo inii, yang bikin ga ngebosenin itu ada karakter lucunya dan kita selalu di ingatkan lewat widget, mudah'an selalu istiqomah dan apk duolingo ini makin berkembang dengan sangat baikk🫰🏻"
Saidah Saidah,4,bagus
Cuma Album,4,seru dan that simple tapi aku belum bisa kasih nama karna ditolak terus
Nuqra Hadi,5,"dlu aku paling gak ngerti dlam bahasa inggris dan aku kurang suka,tapi sekarang aku jdi sedikit mengerti dan sedikit suka dgn bahasa inggris thank you duolingo i love you Duolingo"
Hildan Aulia,5,Bagus banget
Nur Jannah,5,This is great! 😍 I can speak multiple languages!
Oppo A3s,5,aku mulai bisa belajar bahasa yg aku gak tau terima kasih Duolingo
Filma Vivo,5,kerenn dan bagus
Seruni Nuni,5,"saya suka dengan aplikasi ini, karena dengan aplikasi ini saya bisa belajar bahasa 🇨🇳"
Robeka Wanma,5,duolingo sangat cocok buat belajar dan memahami bahasa inggir
Abad Dulatif,5,Saya bisa bhs japan dengan Duolingo.
ancha abil,5,sangat bagus dan aku sudah bisa BHS inggris
ani sah,4,kok gitu ya tiap menyelesaikan 1 pelajaran selalu gelap yang mau lanjut lagi harus kembali ke layar awal . itu pun untung untungan bisa tidaknya .. padahal yang berbayar.. jadi tidak fokus belajarnya. mohon diperbaiki min
Farhan Syahrul,5,SAYA BUKA APLIKASI INI KARENA SANGAT MEMBANTU
Robianus Kause,5,bagus banget saya beri bintang lima
Viranda Tiara,5,"cocok untuk yang baru belajar b.ingg, sangat bagus"
Kangnuh66 66,4,sukaa dg apl ini jadi diasah terus
Patimah Puspa Indah,5,ini buat aku belajar!
Imha Mursalim,4,bagus banget palajara yang membosanka menjadi seru kayak main game
Fania Nastasia,5,"bermanfaat, bisa untuk belajar"
muthia nurry,5,keren
shahinaz annazla2802,5,seruuuu
Juliana Wati,5,very helpful
Ibrahim,5,godd
Ratna Ningrum,5,"saya akan belajar bahasa Inggris di duo linggo, semogaa sayaa konsisten dan pinter bahasa inggriss"
Debi Tarek,5,aplikasi nya sangat bagus
Bilqis Mokoagow,4,bagus sih tapi ada yang kurang
Nabiila Alfaaizah,5,menyenangkan sekali belajar disini
Aulia N,5,bagus untuk belajar sehari²
Muhammad Ageng,5,TAMBAHKAN BAHASA RUSSIAAA!!!!
King Daffa,5,karna duolingo aku jadi pandai dalam bahasa asing.
Pengguna Google,5,aku suka belajar dengan Duolingo senang dan menyerukan coffe with sugar
Spiderman,5,aku suka karena belajarnya tida membosankan
Cicih Sulastri,5,"aku suka sekali aplikasi duolinggo,kita bisa belajar dengan cepat dan mudah,tank you duolinggo"
Valii Lucifer,5,seruu dan gampang
Yani Har,5,aplikasi ini sangat seru seperti bermain game tapi bukan biasa bisa main sambil belajar☺️ seru sekali
Wisnu Pranata,4,sangat membantu
Martabak Mini,5,sangat bagus aplikasi ini membantu ku belajar bahasa inggris
Zaki Firdaus,5,sangat seru belajar terasa seperti main game
Medelin citra,5,sangat membantu
SYUHADA Mavi,5,"Great app, it teaches me from the basics and has a very challenging level which makes it even more fun, and you can also work together to catch up on the mission with your friends. Good luck!"
Alfianur Kaysah,5,"duolinggo sangat membantu ku belaja bahasa lain jadi kusaran kan kalian coba I am from indonesya ,and you"
Seminar Stmik,5,belajar di duolinggo sangat praktis. saya bisa lebih terlatih
Kanu,5,nice game learn
Leon Judah,5,bisa belajar bahasa' lain
Tutik Haryuni,5,bagusss bgt
Nawir Qulubana,3,membantu saya mempelajari bahasa asing
Indriana Purba,5,bisa dipahami oleh anak anak juga
Riri Rahmadani,5,bagus banget jadi ga susah belajar bahasa
MRangga Priyandi,5,game nya bagus banget keren dehhh
Rihan 2345,5,bagus banget aku suka
Muhammad Malisi,5,gokil
Rista Rista,5,"bagus bangettt,jadi mudah belajar bahasa inggris dan gamenya seru banget ,aku jadi lebih banya paham bahasa inggris,karna jujur ini baguss dan aku berharap teman teman yang lain juga bisa belajar di duoo pokoknya love deh buat duo🧡"
Lailatur Rohmah,5,kalian belajar di sni insyaallah bisa lancar bahasa inggris
Ir Ma,4,senang belajar di Duolingo💕
Syafira Naura,5,duolinggo sangatt baguss dann lucuuuu
Roul iyasti,5,aku suka applikasi ini
nova anggia ayu hukom,5,"suka banget, sekarang akuu bljr dari sini woy seruu 10/10"
Fardhan Reyvanda,5,bagus
Junarny Ika,5,bagusss bangettt cocokk untuk belajar!!
Ewy Jihan,5,aplikasi ini kren banget 😊
Farisya AysKa,5,"Duolingo bagus untuk belajar, ada banyak animasi yang anak² suka, Duolingo cocok buat belajar bahasa apa aja, seperti Inggris, dan china, aku senang belajar di duolingo 🤭💗"
NN,5,"Anak saya sangat menyukainya, karena ia dapat belajar bahasa inggris namun dengan sensasi seperti bermain game. Terima kasih."
Fai Prist,5,semuanya bagus. kecuali cerita sisipan tentang lgbt di percakapan bahasa asingnya
Winny Mila,5,"wah kalian harus install ini sih😁,kalian belajar bahasa pasti seru, TERIMAKASIH BANYAK DUALINGO ❤️💌"
ainun Triyana,5,benar benar bisa membantu diriku sekarang semakin jago
Sarinah Cell,5,"terima kasih banyak Duolingo, karena mu saya bisa menguasai bahasa yang saya inginkan. dan juga aplikasi ini gratis, saya ingin membeli premium tapi sayang nya kondisi ekonomi tidak mendukung."
Akun ke2 Hnifa,5,bisa belajar mtk dan inggris dan yang lain lain
Helium Jelita Mahya,5,seru belajarnya kayak main
Wissang Ezzar,1,sudah bagus tapi mohon perbaiki untuk sistem kartu suaranya karna meski pengucapanya sudah benar tapi tetap terhitung salah
ROYALTY,5,cocok buat belajar
Andrian,5,"bagus bngt, apa lagi nggk ada kerjaan"
Kadek Juliartini,5,ok bangget
Syahrul Ramadhan A,5,membantu banget untuk belajar bahasa yang aku suka
19-020- Widiko Prayoga- L,5,oke
l4eli4_rizki,5,sangat cocok untuk belajar
ahmad arief budianto,5,sejauh ini baik-baik saja
Vi Vi,5,"Aku suka dengan duolingo karena pembelajaran yg diberi mudah dipahami, dan membantu banget buat aku"
Enik Tri Mulyani,5,"seru bangett, animasi ny lusyuuu"
Nawang Rudi Rudi,5,"sukaaa banget, sekarang lumayan udah hapal berapa kosakata dan mengingat nya, ayo coba sekarang"
Habubi Habubi,5,sangat bermanfaat
adi kurniawan63,5,bagus
Rosyad Fawa55,5,sangat membantu
Anggun Munthe,5,"aplikasih ini bagus ,sgt membatu bagi saya yv masih pemula ,jadi jagan ragu ragu deh bagi yg ragu"
Nuansa Magenta,5,semangat belajar
Zilong Dyrot,5,"aplikasi enak buat belajar berbahasa, insyaallah membantu saya jika saya giat :v"
bensky2000,5,sangat mudah untuk di mengerti
Didit Putra,5,bagus banget
Nur Qomariyah,5,bagus sekali buat belajar bahasa luar
Maya Lestari,5,menakjubkan dan sangat membantu dalam belajar berbagai bahasa
Audia Arin,5,bisa bantu belajar dengan baik dan menyenangkan
Fitri Yulianti,5,suka banget bisa bantu ngajar adekku
Marsia Serapina Lucky Angelia,5,Please provide a friend chat feature
Kayra Oke,5,belajar di sini sangat lah menyenangkan
Muhammad naufal arrizqi,5,"Mantap,terima kasih telah menyediakan kualitas yang terbaik duolingo aku jadi bisa bahasa spanyol!"
Andri Andriansyah saputra,5,sangat membantu
Yono,5,seru banget meskipun saya masih awam
Denira Fera,5,goodjob and great
Siti Solfina,5,bagusss banget 🫰
Rafi Aja,5,bisa cepet belajar bahasa Inggris
Intan robaiah,5,aplikasi Ini Membantu Saya Belajar Bahasa Inggris Dengan Lebih seruuuu🌠
zahida abidatul,5,seruu dan menyenangkan 💕😍
jeykeyy __,5,"ga ngebosenin, serasa belajar sambil main"
Mojang Alex09,2,"my friend(her) turned off her streak, and I know the reason... she has friends she likes and thinks I'm not important..."
Silfi Sari,4,"Memang sih pelajarannya cukup menyenangkan, tapii.. kenapa kesannya agak memaksa dan ada unsur LGBT nya!!"
Vito Guspa,5,sangat membantu belajar bahasa asing
Kafka bisma wijaksana,5,respek
Develin Songupnuan,5,sangat bagus dari yang belum bisa ku ucap skrg perlahan suda mulai bisa
Cucu Taufik hidayat,5,sangat seru sekali!❤️😇🤗😀🤩🥰😍😘😀😃😄😁😆😉😗😙😚😘🥰😍🤩🥳🙂😊😌☺️😊🙂
Gibran Azhari,5,"ni aplikasi kaga pelit jir, pas misi tertentu dikasi super dongo lagi, dan itu membuat elu unlimited energi atau lope lope itulah, ya pokoknya taufik hidayat is the best lah"
Samad Abdul,5,perfect
CHURNIAWAN ROHI HABA,5,bagus coba bikin aplikasi pelajaran lain lagi
Ahza,5,bagus
Putz Ganteng bgt,5,saya belajar banyak tetang bhs Inggris
Ario Dani,5,sangat bagus bisa belajar dengan cepat aplikasi belajar ngerasa main game seru kalo di Duolingo
Anindita Keisha,5,"SERUU, tapi kayak aneh dia ngeliatin aku🗿"
Bu eneng Nene,5,"bagus banget,ngebantuin belajar bahasa"
Yhy Arf,5,mantap
Meliga Tri Baktia,5,sangat bagus
Dhian Melati,5,bagus banget buat belajar bahasa apapun soalnya gampang banget buat dipelajari
Aleyza Sauqia,5,"menurut aku ini sangat membantu yaa,karena ini bisa membuat kita untuk mempermudah komunikasi dengan orang luar negri,dan membuat kita tahu bahasa bahasa yang ingin kita pelajari"
Affin Giyatsa,5,saya lebih gampang belajar b. inggris
Andwi Putri Rezki,5,baguss sukaa bgttt
Dita offical,3,pas aku main catur lawan dengan oskar selalu aja remis padahal aku udah susah payah supaya aku menang tapi malah remis gak jelas manget kayak gk oernah menang dalam oermainan catur oadahal dulu gk gitu ini game ya aku dulu suka banget tapu sekarang gk aku terpaksa main game ini biar bisa dapat juara dan dapat piala paling bagus terus iklan nya itu² mulu dan selalu ada iklan pas aku main game itu jadi gak asik deh padahal dulu asik banget awal² main aku senang banget tapi lama² bosenn 😤😤😤😤😤
arya mods,4,seru dan pelajaran nya Mudah mudah semua!! 🥳🥳🩷🩷
Aditya Ramadhan,5,aku bisa belajar bahasa Inggris dan sangat seru
dea siahaan,5,saya menyukai Duolingo
Andhika ww1,5,Very nice
okalabora panggabean,3,lumayan sih tapi waktu lagi turnamen catur kadang suka diatur atur padahal kan kita ada mindset. Jadi kalau ga sesuai harapan di game itu jadi harus ulang lagi karna error padahal udah mau menang. Ini udah terjadi 7-9 kali lah. Trus kalau main catur elo nya kalau kalah cepet banget turun giliran menag hanya naik 6 elo
aleccaaww aleccaw,5,good
King Suck,5,nice apps
Reni Purwanty,5,bagus
Lisha Liem,5,"bagus buat belajar bahasa yang lain, tapi dia ada batre ya jadi klo habis kita harus beli atau gk harus tunggu"
Khayra Lubna,5,ini sangat bagus dan cocok untuk mengisi waktu luang
Fei Fei,5,hidup gratisan!!!
Orlando Hutahaean,5,"bisa membantu saya berbahasa Inggris, Thank youuu"
Etti Kurniati,5,seru!cocok buat yang mau belajar bahasa lain dan cocok buat belajar mtk
Joko Waseso (Wasis),5,sangat baik
Cornelius Aaron,5,Aplikasi nya seru dan mudah dipahami
Yusuf Al Amien,5,Danke 😚
Boy Adhar,5,bagus bgt aplikasny bisa belajar bhs
Devia Alparo,5,aku suka
Nary Rabbdhan,5,aplikasi ini sangat menyenangkan
Ayu Srimulyani,5,"membantu buat belajar, aplikasi bagus"
Syam Andrea,5,seru buat belajar 🥰
Mustapqil Hasbi,5,ini sangat bagus
Arkan,5,"karena ini bikin aku pinter dan seru , makasih Duolingo muach 😘😊, tapi gak ada yang salah di Duolingo dan ada gambar yang lucu hihihi 🙂"
arena puri,5,sangat bagus untuk belajar bahasa Inggris atau bahasa lain nya
Ahmad Nur,5,sangat bagus
Denriani Hanis,5,baik sekali sangat baik mudah cocok
Iwan Maolana Sidik,5,awesome app for learning english
Valencia Agnesiio,5,baguss 👍👍
Alesha Nailanahdarafanda,5,bagus banget aku jadi bisa belajar kalau lagi libur sekolah
Petra Moserra,5,aku terbantu banget sama aplikasi ini
Mila Nurazkia,5,bagus banget gamenya aku suka banget berkat duolingo aku jadi bisa bahasa inggris dan juga bisa menambah wawasan terima kasih🤩
Ammar Alkhalifi,5,ini sangat bagus sekali aku suka aplikasi ini dan bisa belajar🥰🥰🥰😍😍😍😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰aku suka aplikasi ini biar belajar dengan aplikasi kasi ini 😀😀😀🥰🥰🥰🥰😍😍😍😍😍😍😍😍😍 ⠀ 🎩 🇲🇨🇲🇨🇲🇨 👁️👁️. 🇵🇱🇵🇱🇵🇱 　　　r^つ | |┃ | |┃ |∧＿∧ ( ﾟ∀゜) n / ￣￣(_] | /￣￣ ＿_ノ ( ( ＿＿ノ ＼ ＼＼ ＼ ＼ `^)､ ＼
Furqon Muhammad,5,"sangat membantu dalam pengucapan,kosa kata, dan aplikasi nya menyenangkan"
Junay Pradinata,5,sangat membantu
Aminuddin,5,"bagus,saya jadi tau bahasa asing"
Nadhifa Apriliani,5,ini game aeru banget tadi aku bisa belajar tapi kalau sudah jauh banyak seponsornya !!!!!!!!°
Nikma,5,bisa menambah pengetahuan ku
Muhammad Rizdani,5,Sangat bermanfaat bagi pemula dgn teknik repetisi.
Rafa Aditia,1,"aku kan voba 7 hari gratis duolingo super, pas udah selesai, aku udah matiin berlangganannya tapi kenapa masih berlangganan?"
Ilham Saputra,5,gacor pake ini
Nindy Andhara22,5,"suka banget! , duolingo ini ngingetin aku buat belajar. sekalinya ngingetin langsung bikin hati aku tersentuh, kayak duolingo ini bikin pesan agak sad gitu terus aku langsung tersentuh!"
vanesa paat,5,sangatttt efektif
Ghani Adam Khairul Kamil,5,aku suka belajar disini
