user_name,score,content,clean_content,sentimen
Ozan pancer,3,lumayan bagus,lumayan bagus,positif
Polisi Zahira,3,Kanyaknya dana harus punya offline ketika pemilik mau Manarik uang lagi 🗿,kanyaknya dana offline milik manarik uang,netral
Cah Edan,3,saya tidak bisa upload foto KTP tolong di bantu,upload foto ktp tolong bantu,netral
Sahat parulian Haloho,3,"makin gak bisa di andal kan, kendala trus",andal kendala trus,netral
fazriel Dlfiynto,3,apk gabisa di scan qris,apk gabisa scan qris,netral
Mhmmd Sopian,3,"aneh tidak ada koneksi internet terus padahal jaringan saya stabil bisa di bilang bagus, meskipun pakai wifi rumah juga sama",aneh koneksi internet jaring stabil bilang bagus pakai wifi rumah,positif
virda badakk,3,"makin ke sini makin kaga jelas aplikasi dana, saya sudah lama pakr apk dana tapi baru ini saya kecewa, saya punya limit dana cicil dan dana instan tapi tidak bisa di pakai lagi, kemaren2 bisa kan aneh, padahal saya ga pernah telat dan selalu tepat waktu bahkan sebelum jatoh tempo sudab saya lunasin, parah kecewa si saya ini, tolong di perbaiki lg untuk fitur dana cicil dan dana instannya",kaga aplikasi dana pakr apk dana kecewa limit dana cicil dana instan pakai kemaren aneh telat jatoh tempo sudab lunasin parah kecewa si tolong baik lg fitur dana cicil dana instan,negatif
ali yudin,3,transaksi pake QRIS biasanya awal awal pake pin eh pas di pake lagih transaksi tida peke pin trus maksudnya ituh apa ya coba jelasin aku takut bila saldo banyak . Terima kasih dana QRIS bisnis aku udah jadi,transaksi pake qris pake pin eh pas pake lagih transaksi tida peke pin trus maksud ituh ya coba jelasin takut saldo terima kasih dana qris bisnis udah,netral
Dwi Eryanto,3,"dana cicil saya tidak berlaku, padahal saya sudah lunasi sebelum jatuh tempo",dana cicil laku lunas jatuh tempo,netral
Techno Su,3,mudah dan cepat,mudah cepat,positif
Dede Putri Septiani,3,gak tau kenapa 2 hari ini gak bisa masuk apk dana mau masuk apk malah mental,tau masuk apk dana masuk apk mental,netral
kang aceng,3,saya mengunakan dana udah lama dan sering bertansaksi tapi limit dana cicil nya masih kosong 😁,mengunakan dana udah bertansaksi limit dana cicil nya kosong,netral
Andy putra Pati,3,pemula kasih bintang 3,mula kasih bintang,netral
Setia Wan,3,bintang 3 dulu ya,bintang ya,netral
Candra p Candra p,3,saya kasih bintang 3 karena saldo sy sering di potong 🤧,kasih bintang saldo sy potong,netral
Padil Tegar52,3,dana saya gak di kasih pin,dana kasih pin,netral
Cefi Kurnadi,3,baik,,netral
Sandi Sendol,3,bagus donlot nya cepat,bagus donlot nya cepat,positif
Hary Kuswanto,3,ok,ok,netral
Jumi' Atin,3,sayang dana tidak ada mainan buaya tambah saldo,sayang dana main buaya saldo,netral
Gipsonferdinan Pakpahan02,3,ini kenapa emas di dana saya 0% yaa padahal saya udh membelinya atau aplikasinya yang salah?,emas dana yaa bel aplikasi salah,netral
Dendi Pratama,3,dana cicil belum tersedia sekalinya ada belum bisa katanya limit belum mencukupi padahal udah 5 tahun makek dana,dana cicil sedia sekali limit cukup udah makek dana,netral
Muhammad Haris akmalludin,3,"sudah lama pakai dana dan banyak bertransaksi sudah premium juga fitur pun lengkap tapi hanya satu yg kurang dana instan di akun saya masih tetep tidak muncul padahal sudah premium dan banyak bertransaksi minta bantuan Diana pun masih tetep tidak membantu apalagi di help center pertanyaan dana instan nya tidak ada emng anehh, kecewa sii",pakai dana transaksi premium fitur lengkap dana instan akun tetep muncul premium transaksi bantu ana tetep bantu help center dana instan nya emng anehh kecewa sii,negatif
Neno Robby,3,admin saya kemarin tanggal 20 melakukan pembayaran wifi. cuma sampe sekarang masih ada kendala dalam proses pembayaran. tapi uang saya sudah terpotong di dalam akun. itu solusinya bagaiaman??. atau di kembalikan saja ke akun dana saya. soalnya saya sudah melakukan pembayaran lewat brilink. sampe sekarang saya cek aktifitasnya di akun dana masih di proses terus,admin kemarin tanggal bayar wifi sampe kendala proses bayar uang potong akun solusi bagaiaman kembali akun dana bayar brilink sampe cek aktifitasnya akun dana proses,netral
zahra najia,3,g ada fitur dana cicil nya padahal tiap transaksi suka pake dana terus,g fitur dana cicil nya transaksi suka pake dana,netral
Agunk Aja,3,"kadang suka eror,, tpi lumayan la",kadang suka eror tpi lumayan la,netral
Karlina Mona,3,potongan dari dana smakin besar dari 500 rupiah smpe 1500...besar sekali potonganx,potong dana smakin rupiah smpe potonganx,netral
Surya Jayakusuma,3,"ceritanya beli kuota di apk bima lewat qris, pembayaran lewat dana berhasil,tetapi di apk bima gagal,saldo sudah kesedot,masa pengembalian harus nunggu 18 hari, cuma proses pengembalian dana aja harus nunggu lama,bukti sudah ada di screenshot,kenapa harus nunggu lama,bayar cepat tinggal klik g ada 1menit langsung berhasil,ternyata kuota kagak masuk, pas kita komplain sesuai bukti ss lama bngt proses pengembalian nya,harus nunggu 18 hari,semua org juga butuh sehari² ga harus nunggu berhari²",cerita beli kuota apk bima qris bayar dana hasil apk bima gagal saldo sedot kembali nunggu proses kembali dana aja nunggu bukti screenshot nunggu bayar cepat tinggal klik g menit langsung hasil kuota kagak masuk pas komplain sesuai bukti ss bngt proses kembali nya nunggu org butuh hari nunggu hari,positif
Isman Wisnuazis,3,saya pengguna DANA sudah lama...tapu kenapa fitur DANA CICIL ga muncul muncul di akun saya🤦‍♂️,guna dana tapu fitur dana cicil muncul muncul akun,netral
MOMOYO BANDUNG,3,"gabisa di kasih nama, udah saya coba semua nama tapi tetep ""username ini telah di pakai, coba nama lain yuk"" gini terus",gabisa kasih nama udah coba nama tetep username pakai coba nama yuk gin,netral
Cahya Di02,3,kenapa saya gk ada dana instan,dana instan,netral
Raden Sageri,3,ok,ok,netral
Hermon “Pakcik” Symon,3,danasayatidakbertambah cuma notifikasisaja,danasayatidakbertambah notifikasisaja,netral
Cooplis Chan,3,isi pulsa gak bisa pada kenapa ya dompet wallet,isi pulsa ya dompet wallet,netral
nurul huda,3,sering gangguan gak jelas,ganggu,netral
Nabila blaa,3,program Beta tolong di aktifkan,program beta tolong aktif,netral
Bodas Sanjaya,3,"penggunanaan dana cicil tidak bisa . jelas"" limit masih ada",penggunanaan dana cicil limit,netral
Syawaluddin Udin,3,kenapa dana cicil saya blm aktif padahal sering transaksi,dana cicil aktif transaksi,netral
Iwan Jariyanto,3,transfer ke bank sering pending.,transfer bank pending,netral
KHAMDANI PURNOMO,3,"Kenapa sekarang dana jadi lemot bget sih ? mau buka menu dana emas, dana bisnis lelet bgt plislah benerin, kalau perlu tingkatin gaji it nya 😌🙏",dana lot bget sih buka menu dana emas dana bisnis lelet banget plislah benerin tingkatin gaji it nya,netral
nulken datu,3,tolong update nya soalnya punya saya belum ada fitur dana cicil,tolong update nya fitur dana cicil,netral
Suki jr,3,mantap,mantap,positif
Muminah (Iceu),3,akun premium saya di proses terus,akun premium proses,netral
Yossi Belitung,3,Kenapa saya top up gak masuk ke dana,top up masuk dana,positif
Irwansyah putra,3,senang transver atau tarik kontan,senang transver tarik kontan,positif
Nadifa Fashion,3,Ok,ok,netral
Rayan Aja,3,puas,puas,positif
sugeng rahardjo,3,serem stelah Sama,rem stelah,netral
Devonte Hogan,3,cuman di saya gk ada filtur dana cicil kurang lengkap,cuman filtur dana cicil lengkap,netral
Al Wayka,3,ok,ok,netral
satia ty,3,kok di saya nggak ada dana cicil?,dana cicil,netral
Farhaninfinix,3,bang knp dana gua qr nya klo di TF selalu gagal yak?? ada yang tau ga kenapa?,bang knp dana gua qr nya klo tf gagal yak tau,negatif
Ratna Sari,3,Dikasih bintang 3 soalnya uang yang ada di dana berkurang sendiri padahal ga dipake apa apa di transaksi juga ga ada riwayat transaksi Bahkan punya suami saya juga kek gitu tolong bukan masalah nominal tapi pertanggung jawabannya,kasih bintang uang dana kurang dipake transaksi riwayat transaksi suami kek gitu tolong nominal tanggung jawab,netral
BNjie Shaputro,3,saya penguna lama dana tapi fitur dana cicil susah muncul ...,penguna dana fitur dana cicil susah muncul,negatif
erda kurniati,4,"GK bisa isi saldo Maxim, jadi 4 bintang aja, KLO Maxim nya udh ada baru bisa kasih 5 bintang",isi saldo maxim bintang aja klo maxim nya kasih bintang,netral
Widarni Duha,4,transaksi sangat mudah dilakukan,transaksi mudah,netral
Syifa Almahira,4,bagus cuma knpa ya ngak bisa buka aktvitas sma membagikan bukti transfer ngeganggu bangtt jdi lemott tolong dong d perbaikin,bagus knpa ya ngak buka aktvitas sma bagi bukti transfer ngeganggu bangtt jdi lemott tolong d perbaikin,positif
Sanjay Dut,4,apikasi ini bagus sekali bisamebantu sayah,apikasi bagus bisamebantu sayah,positif
Engkos Soknge,4,"sudah bayar lunas dana cicil tapi ga bisa dipakai lagi, kecewa sama pihak dana",bayar lunas dana cicil pakai kecewa dana,negatif
Cak Suwarno,4,mantap,mantap,positif
Indri yulia Ningsih,4,ini kenapa ma Dana baru sehari Aktif Dana paylater nya ekh skrg sudah tidak tersedia. lah gimana konsepnya.,ma dana hari aktif dana paylater nya ekh skrg sedia gimana konsep,netral
Tursinah Baru,4,bagus sekali,bagus,positif
Izza Izza,4,lancar jaya,lancar jaya,netral
Mulidan Muhammad,4,"tidak bisa dibuka cek detail nya kalau habis tf,selalu error terus",buka cek detail nya habis tf error,negatif
Nanang,4,terlalu sering notofikasi bikin kaget,notofikasi bikin kaget,netral
Ismail Zuki,4,mohon bantuannya admin kenapa dana cicil saya tidak bisa di gunakan ( tidak berlaku),mohon bantu admin dana cicil laku,netral
Irwan Harri Prayogi,4,kok dana saya tidak ada dana instan ya,dana dana instan ya,netral
ABDUL FIRMANSYAH,4,bagus,bagus,positif
Gabe Girsang,4,mantap,mantap,positif
Hadi Priyono,4,smga mngaat,smga mngaat,netral
Suhdi Udi,4,bagus,bagus,positif
Siwel Tayo,4,kenapa Fitur dana cicil saya belum muncul ya?,fitur dana cicil muncul ya,netral
Rama Curuo,4,tolong admin saya tidak bisa login karena email lama saya di program ulang dan kode otp ny di alikan melalui WhatsApp kenapa saya tidak bisa menerima kode otp melalui WhatsApp,tolong admin login email program ulang kode otp ny ali whatsapp terima kode otp whatsapp,netral
Adnan Purnama,4,semuanya dari fitur dana bagus lah nah kenapa saya kasih 4 karena saya aa main game ocean kok gak naik naik sih koin nya padahal dikit lagi mau nyampe tapi tetep stak nya di 7 899 dan 399 ada apa ini,fitur dana bagus kasih aa main game ocean sih koin nya dikit nyampe tetep stak nya,positif
Selfi Tanjung,4,"alhamdulillah transaksi lancar"" aja,, kecuali pengalaman kirim saldo ke ovo atau bank bca klo nominal dibawah 20rb,diakun saya udah ada pemotongan tapi ke akun ovonya ngk masuk saldo padahal udah ada riwayat transaksinya juga, ngk sering sih cuma udah 2kali begitu,jadi antisipasi mending cash aja klo di bawah 20rb klo kirim ke ovo atau bank bca😅😅.. selain transaksi diatas mah lancar jaya kaka",alhamdulillah transaksi lancar aja kecuali alam kirim saldo ovo bank bca klo nominal bawah rb akun udah potong akun ovonya ngk masuk saldo udah riwayat transaksi ngk sih udah kali antisipasi mending cash aja klo rb klo kirim ovo bank bca transaksi atas mah lancar jaya kaka,netral
R&P Collection,4,bagus,bagus,positif
anak bugis,4,lebih baik ditimgkatkan lagi,ditimgkatkan,netral
Nor Latifah,4,sangat bermanfaat bagi yg gk paham bank,manfaat paham bank,netral
hilal angga,4,aneh ada fitur dana cicil tapi tidak bisa digunakan untuk transaksi apapun,aneh fitur dana cicil transaksi apa,netral
Mariani Mahmud,4,kenapa dana cicil tidak ada akun dana saya,dana cicil akun dana,netral
Test 123,4,semunya bagus dan sangat mebantu,semu bagus mebantu,positif
Suandy wijaya,4,👍,,netral
Tinik Kuswica,4,Bagus,bagus,positif
Heri Riandy,4,terimakasih sudah meningkatkan keamanan dan kenyamanan di dana. tolong suara notifikasinya di ubah bisakah?,terimakasih tingkat aman nyaman dana tolong suara notifikasi ubah,positif
Hendra Hendra,4,sangat bagus,bagus,positif
Dika Gople,4,saya ingin mengajukan tentang dana cicil saya yang belum ada,aju dana cicil,netral
Chelsea Bos,4,suka,suka,netral
Dunz Brandy,4,dana cicil nya ga muncul muncul,dana cicil nya muncul muncul,netral
Warso,4,untuk dana cicil kok tidak bisa di gunakan ya... padahal limit ada 150000..tolong jelaskan min 🙏,dana cicil ya limit tolong min,netral
khoeriyah Riyah,4,kurang bagus eror terus,bagus eror,positif
Faqih Mahin,4,jos jis,jos jis,netral
Panji Kurniawan,4,oke bos,oke bos,positif
Isma Yantii05,4,bagus tapi suka lambat prosesnya,bagus suka lambat proses,netral
Fikri Abdansyakura,4,sangat membantu,bantu,netral
Hanafi Hanafi,4,plis dana aku harus kosong,plis dana kosong,netral
Umi,4,mantap,mantap,positif
Tri Susilowati,4,udh sering di perbarui kenapa ga garcep kaya orang orang tampilan danaku,baru garcep kaya orang orang tampil dana,netral
Awan Kurniawan Awan,4,tidak ada dana cicil nya,dana cicil nya,netral
arrynza A,4,bug mulu kenapa ya danaku qrishnya ga bsa ditarik harus unistal dlu,bug mulu ya dana qrishnya bsa tarik unistal dlu,negatif
jeplin kurawa,4,kenapa dana saya ga ada dana cicil nya yah padahal udah saya update,dana dana cicil nya yah udah update,netral
Idal Awaludin,4,mantap,mantap,positif
Iis Krisna,4,mantap,mantap,positif
Iyam Nkmariyam,4,sering di ambil tiba tiba,ambil,netral
L H,4,"untuk verifikasi nya tolong di permudah, untuk dana bisnis nya untuk kios rumahan"" kelontong kecil""an dan juga tolong untuk riwayat transaksinya tolong di adakan Cetak Struk. dan Fitur Hutang, juga jaminan di adakan terimakasih.",verifikasi nya tolong mudah dana bisnis nya kios rumah kelontong an tolong riwayat transaksi tolong adakan cetak struk fitur hutang jamin adakan terimakasih,netral
Exza Pramuji,4,oke,oke,positif
Anita,4,baik,,netral
Neura AsharaKiraniAgusti,4,"kenapa yaa dana ku gabisa terima transfer, tapi sebelumnya bisa,apakah itu bug atau limit?",yaa dana ku gabisa terima transfer bug limit,negatif
Bisri Mbett,4,mantap,mantap,positif
Amirudin Zidan,4,"udah bagus, cuman ketika mau top up game itu kok sering error error, padahal udah di tunggu beberapa hari masih tetep gitu, udah mencoba buat premium tapi error juga, gimana ini",udah bagus cuman top up game error error udah tunggu tetep gitu udah coba premium error gimana,negatif
Hartono jaelani Gus kohar,4,bagus mudah dan cepat,bagus mudah cepat,positif
Juhairiyah Riyah,4,bagus banget sangat membantu,bagus banget bantu,positif
Oktavianrudyyansah,4,mntap,mntap,netral
Hafidz Ammar Athaya,4,bagus cuman suka patah²,bagus cuman suka patah,positif
Rivaldi Aldi,4,aplikasinya bagus cuman suka tiba tiba uang ilang ada transaksi tanpa sepengetahuan saya 🙏,aplikasi bagus cuman suka uang ilang transaksi tahu,positif
Oppo Kefsttu,4,Lumayan bagus,lumayan bagus,positif
Majid Endeboy,4,oke,oke,positif
Suhrawardi me,4,"wrong password, padahal belum pernah ganti",wrong password ganti,netral
yudi agustian,4,iov h,iov h,netral
Maman Rismanto,4,knapa aplikasi dana saya gak ada dana cicil..pdahal udah lama pake aplikasi dana.,knapa aplikasi dana dana cicil pdahal udah pake aplikasi dana,netral
Ervin Yahud,4,aktifkan dana cicil saya kk,aktif dana cicil kk,netral
Anusudrun Sudrun,4,saya senang gunakan aplikasi Dana ini aman terkendali,senang aplikasi dana aman kendali,positif
Herman Cambang,4,nice👍,nice,netral
Dewi Wulan sari,4,bagus,bagus,positif
Lyra Razaana,4,"tolong adain fitur cancel dana+, saya ga nyaman pake dana+.",tolong adain fitur cancel dana nyaman pake dana,positif
Riko Saputra96,4,dana saya ngk bisa kebuka,dana ngk buka,netral
SR PRINT,4,cukup puas,puas,positif
Ando Raja,4,aplikasi Baik,aplikasi,netral
Gustirizky Fajri,4,dana cicil ee blom sah,dana cicil ee blom sah,netral
Apip Apip,4,sangat cepat,cepat,positif
Icha Rara,4,"baru kemarin dpt limit dana cicil 1 jt,hari ini baru mau dipakai transaksi knapa limitnya tau2 turun jadi 100rb",kemarin dpt limit dana cicil jt pakai transaksi knapa limit tau turun rb,netral
Mimin,4,betulin noh pusat aktivitas nya load mulu terus uang yang di transfer orang tua saya tidak masuk total,betulin noh pusat aktivitas nya load mulu uang transfer orang tua masuk total,netral
Mahesa Romadhan,4,saya sudah mengajukan fitur dana cicil satu bulan yang lalu tapi sampe sekarang fitur dana cicil tidak ada di akun dana saya? padahal saya pengguna lama tapi fitur dana cicil tidak ada hadehhh,aju fitur dana cicil sampe fitur dana cicil akun dana guna fitur dana cicil hadehhh,netral
Widartono Dartono,4,okeeee bolo,okeeee bolo,netral
Aan Cikarang,4,sangat bagus,bagus,positif
Aris Iyan,4,kenapa tidak ada dana instan nya,dana instan nya,netral
Ardiansyah Putra,4,"sangat puas, aplikasinya GK ribet mudah di pahami",puas aplikasi ribet mudah paham,netral
Saepul Arip,4,gampang buat teransaksi,gampang teransaksi,netral
Sokib Adit,4,ok baik,ok,netral
Ha Nafi,4,bagus...,bagus,positif
sanusi mei,4,the best mantap...,the best mantap,positif
Boy Dora Kirana,4,kurang cepet lu,cepet lu,netral
king rubi,4,"dana tolong di perbaiki saya tidak bisa mengunakan dana cicil,saya mau pinjam dana cicil malah gak maju malah muter muter tolong di perbaiki secepatnya",dana tolong baik mengunakan dana cicil pinjam dana cicil maju muter muter tolong baik cepat,positif
Sifa Nurfadilah,4,bagusss,bagusss,netral
Risman 123,4,simple dalam melakukan transaksi apapun,simple transaksi apa,netral
Tatang,4,tidak bisa unduh/cetak qris bisnis,unduh cetak qris bisnis,netral
kubil pondokjaya,4,kenapa ko dana saya ga bisa masuk ke aplikasi dana saya pas mau masuk aplikasi dana keluar trs,ko dana masuk aplikasi dana pas masuk aplikasi dana,netral
Tien Tien,4,sangat membantu sekali,bantu,netral
E ka,4,"hay,kenapa dana sekarang tidak bisa membeli token listrik lagi,biasa ada tetera utk pembelian token listrik,ini kok malah tdk jisa lagi,mohon penjelasanya🙏",hay dana beli token listrik tetera utk beli token listrik tdk jisa mohon jasa,netral
Ardyansyah Iksan,4,ok,ok,netral
Efendi Radok,4,bagus,bagus,positif
Putri fachrul,4,oke tapi untuk masalah poin chekin sering tidak dapat walau sudah melakukan chekin setiap hari,oke poin chekin chekin,positif
Faris 899,4,belajar,ajar,netral
Wahyudin Muchtar,4,sangat membantu dalam transaksi,bantu transaksi,netral
Jerikho Batara,4,suru banget,suru banget,netral
Kuntibogel hitam,4,bagus,bagus,positif
RINDI KUS NADI,4,lumayan,lumayan,netral
Hendri Sasmitra,4,mantapp,mantapp,positif
Dava Riski,4,"Bagus sih, cuman dana cicil z aja yg nggak ada",bagus sih cuman dana cicil z aja,positif
Kasiron SAT.SET.74,4,kanapa saya kirim uang selalu gak bisa pasti ada kendala,kanapa kirim uang kendala,netral
Rani,4,cukup sini saja,,netral
Sunarko Narko,4,baguus nih,baguus nih,netral
Triska Shintia,4,saya baru satu kali gunakan dana cicil tapi sekarang tidak bisa di gunakan lagi kenapa,kali dana cicil,netral
Akhmad suardy#18,4,"sejauh ini okelah, cuma udah 2 bulan gabisa beli paket data hu",oke udah gabisa beli paket data hu,positif
POCO M6,4,jaringan kali ya s7sah se jam l3vih top up tapi belum masuk saldo kw akun aku,jaring kali ya s sah jam l vih top up masuk saldo kw akun,positif
Herman Syah,4,good.,good,netral
Baden Den,4,cepat proses nya,cepat proses nya,positif
Yan Wae,4,banyak aplikasih siluman tegik guwe pernah kena di apalikasih dana ama siluman tegig aplikasih yang bisa menguras semua rekening dana duh istigfar guwe emang sih bukan salah dana tapi salah aplikasih siluman,aplikasih siluman tegik guwe kena apalikasih dana ama siluman tegig aplikasih uras rekening dana duh istigfar guwe emang sih salah dana salah aplikasih siluman,netral
Iwan Santosa,4,Ok,ok,netral
Rifaul Islam,4,bebas transfer tanpa biaya admin dan bebas kuota,bebas transfer biaya admin bebas kuota,netral
Ablax Skyed,4,kenapa ya??? Dana instan gak muncul di aplikasi Dana saya.. padahal Dana cicil udah ada..,ya dana instan muncul aplikasi dana dana cicil udah,netral
Eko Andrio,4,good,good,netral
Ariez Joshin,4,gimana ini...setelah update malah eror tidak bisa login,gimana update eror login,netral
Orin Kurnia,4,ok,ok,netral
Muhammad Aliffah,4,"minta tolong suara notifikasinya di ganti, ngagetin banget, saya masih tidur kok kaget, ternyata notif dana",tolong suara notifikasi ganti ngagetin banget tidur kaget notif dana,netral
Sony Setiawan (Sonlitfan),4,buat transfer aja gagal terus.,transfer aja gagal,negatif
Eso Pagi,4,fitur dana cicil tidak bisa diaktivasi,fitur dana cicil diaktivasi,netral
Amrullah Uwah,4,Sangat Baik Membatu,batu,netral
Wahyu Ayu,4,bagus cepat dan mudah,bagus cepat mudah,positif
Dwi Kembars,4,semoga semakin menjadi unggulan,moga unggul,netral
HamzahSaeful Malik17,4,fitur fitur dan aplikasi nya bagus sih. Tapi tidak semua bank ada. Saya mau transfer ke bank bpr supra itu tidak ada.,fitur fitur aplikasi nya bagus sih bank transfer bank bpr supra,positif
Gufron asror,4,aplikasi nya sudah bagus tapi masih ada kendala dimana saya belum mempunyai fitur dana cicil pedahal saya pengguna lama dan terkadang saat menggunakan fitur qris gagal terus,aplikasi nya bagus kendala mana fitur dana cicil pedahal guna terkadang fitur qris gagal,netral
Harlan Prasetyo,4,tolong aktifkan dana cicil saya sudah ber tahun² make dana masa dana cicil GX aktif²,tolong aktif dana cicil ber make dana dana cicil gx aktif,netral
Ujang Spy,4,bagus,bagus,positif
Yudi S. Bakti,4,mantap,mantap,positif
Nata Wrb,4,cukup memberi kemudahan dalam bertransaksi,mudah transaksi,netral
Rizqi Ananda,4,kenapa kode qr qris tidak bisa di unduh,kode qr qris unduh,netral
Herman Brawijayaa,4,Mantap aku suka,mantap suka,positif
Rizal Efendi,4,dana cicil,dana cicil,netral
Rajab Taba,4,dana cicil saya tidak muncul muncul,dana cicil muncul muncul,netral
Mr c,4,keren,keren,positif
Yogi Azhari,4,mempermudah dalam transaksi,mudah transaksi,netral
Afrima Dewi,4,dana ini memang bagus bisa nabung . bagus bangettt,dana bagus nabung bagus bangettt,positif
Indah Sulistyorini,4,"sulit pemakaiannya, 32 harus pindah ke premium klo mau gunain semua menu yg ada di apk, tapi mau pindah ke premium aja gagal terus, percuma punya DANA nggak bisa dipakai",sulit pakai pindah premium klo gunain menu apk pindah premium aja gagal dana pakai,negatif
Atjin Aja,4,sangat membantu,bantu,netral
Anggara Putra,4,kenapa selalu koneksi terputus pdhl sinyal bagus kuota juga masih banyak .,koneksi putus pdhl sinyal bagus kuota,positif
Wahyu nurul,4,menyenangkan mudah,senang mudah,positif
Yogi Andra,4,bagus,bagus,positif
Yusuf Biccu,4,bahus aman,bahus aman,positif
Khayla Syifa,4,dana memang bagus banget,dana bagus banget,positif
KA SHI KI NO,4,sangat memuas kan,muas,netral
Arnol Tambuni,4,karna harus pakai KTP,karna pakai ktp,netral
Angga Permana,4,sangat membantu,bantu,netral
Masjid Alhidayah,4,"aplikasi ini sangat membantu, tapi masih lemot....😢",aplikasi bantu lot,netral
Fanji saputra,4,bagus,bagus,positif
Ariakbar Akbar,4,sangat simpell dan mudah,simpell mudah,netral
Aldi suryadi,4,sangat memuaskan dan bagus dan saya ada permintaan munculkan dana cicil diaplikasi dana saya,muas bagus minta muncul dana cicil aplikasi dana,positif
Hari Riyadi,4,sangat membantu,bantu,netral
Indra Rusmana,4,"harusnya biaya top up dari pengirimnya! saya pedagang kecil,kalo ada yang bayar ke dana saya dari bank selalu ada biaya top up rp500,dan itu di bebankan ke penerima(saya)",biaya top up kirim dagang kalo bayar dana bank biaya top up rp beban terima,positif
Pahrul Rozi,4,bagus,bagus,positif
Putri Agustin,4,kak tolong akun dana sana kena ambil orang,kak tolong akun dana kena ambil orang,netral
Yadi Tawangsari,4,"bagus, tapi apa' serba pakai adm",bagus serba pakai adm,positif
Gugun Prayogo,4,kalo saya fitur dana cicil nya belum muncul2,kalo fitur dana cicil nya muncul,netral
Gading Basit,4,Ok,ok,netral
Firdhan Hafizh,4,good.. memudah kan bertransaksi,good mudah transaksi,netral
Bedul Bedulyanyo,4,Ok,ok,netral
Salafy Santry,4,maaf k di akun dana saya gk ada pitur dana cicil nya mohon di ada kan,maaf k akun dana pitur dana cicil nya mohon,netral
Zoe Bonih,4,dana makin bagus makin ancur isi saldo bejam jam baru masuk sering gangguan terus,dana bagus ancur isi saldo bejam jam masuk ganggu,positif
My Gusse,4,semoga lancar,moga lancar,netral
Ahmad Afandi,4,good,good,netral
Ade Choi,4,"DANA the best ,lope lope",dana the best lope lope,netral
Denis Juliana,4,saya kecewa dengan dana cicil saya tidak dapat di pakai ??,kecewa dana cicil pakai,negatif
Moonlite Lite,4,memuaskan,muas,netral
Heri Triyana,4,dana saya tidak bisa di instal,dana instal,netral
Jendry Kristian,4,baik,,netral
Rama Dhan,4,good,good,netral
Anggi Agustiansyah,4,kenapa dana punya saya ga bisa ferivikasi sama ga bisa apdet ke dana fremium..,dana ferivikasi apdet dana fremium,netral
Awan Puttra,4,ok,ok,netral
Gita nroctvia,4,mau masuk malah gabisa muncul pas key terus padahal pin benar tolong lah dana diperbaiki lagi,masuk gabisa muncul pas key pin tolong dana baik,positif
Sugiarti Giarti,4,"bagus,oke tapi lama2 kecewa uang raib seketika cuma tersisa 400 perak,ada penarikan mba tuyul.padahal uang bagiku banyak untuk kebutuhan mau dicairkan.eeh keduluan mb tuyul.hati2 jangan menyimpan deposit terlalu banyak",bagus oke kecewa uang raib sisa perak tari mba tuyul uang bagi butuh cair eeh keduluan mb tuyul hati simpan deposit,positif
Sapari Edi,4,kurang dana cicil,dana cicil,netral
Pipit Masriah,4,"asli se simple itu pakai dana , pokok nya ok lah",asli simple pakai dana pokok nya ok,netral
Dinda Tarisa,4,Saya sangat puas dengan anda nya aplikasi dana ini,puas nya aplikasi dana,positif
Fredy Wijaya,4,kenapa dana d bisnis kok gak bisa d tarik duitnya ya,dana d bisnis d tarik duit ya,netral
Saepul Umar,4,bagus,bagus,positif
carissa Candra salsabillah,4,kenapa dana cicil saya tiba2 tidak bisa digunakan bdahal saya selalu bayar tepat waktu ga prnah nunggak?,dana cicil bdahal bayar prnah nunggak,netral
Aisah Juariyah,4,adain att dana pinjam dana sekarang gk ada gratis lagi kalaw kirim uang. sama mahal masa biaya admin nya 2500 maha. kalw mau pelanggan puas adain lagi gratis transaksi.,adain att dana pinjam dana gratis kalaw kirim uang mahal biaya admin nya maha kalw langgan puas adain gratis transaksi,positif
Yusuf Avlawi,4,sayang dana paylater gk bisa di gunakan,sayang dana paylater,netral
Putra Minang,4,jos,jos,netral
Jomblo bahagia,4,kenapa fitut dana cicil gak muncul padahal pengeluaran dah byak,fitut dana cicil muncul keluar dah byak,netral
Sandri Awan,4,"Terbaik!! Perlu di perluaskan kembali untuk fitur Dana Cicilan, sehinggah mempermudah nasabah untuk aktifkan fitur Dana Cicilan. Terimakasih 🙂",baik luas fitur dana cicil sehinggah mudah nasabah aktif fitur dana cicil terimakasih,positif
"Xa, Tier?",4,"so far so good lah, semoga bisa konsisten",so far so good moga konsisten,netral
Erlin Harianti,4,membantu,bantu,netral
Rus Tam,4,mntap,mntap,netral
MUHAMAD ARIL ANAM,4,good,good,netral
Fadri Yansyah,4,amanah simpan uwang dgn aman,amanah simpan uwang aman,positif
Noval Jawa,4,sangat membantu saya,bantu,netral
Andri Kenduy,4,good and fast.,good and fast,netral
bambang eko,4,dana memang bank digital yang bagus membantu transfer cepat,dana bank digital bagus bantu transfer cepat,positif
Zihul Zahra,4,"ska, lbih suka kalo bnya duit ny",ska lbih suka kalo bnya duit ny,netral
Nova Siburian,4,disuruh login ulang mulu Mana login malah gk bisa buka app,suruh login ulang mulu login buka app,netral
Rahmat Acis,4,tidak ada fitur dana cicil,fitur dana cicil,netral
